,id,address,price,bedrooms,bathrooms,square_feet,city,zipcode,state,lat,lon,SHAPE
259,261,"404 Scorpio St Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",145000,2,3,1903,Mission,78572,TX,26.2050854,-98.300328,"{'x': -98.30045836799997, 'y': 26.205090978000044, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
260,262,"705 S Bentsen Palm Dr Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",375000,3,2,1206,Mission,78572,TX,26.2035916623496,-98.3759037044013,"{'x': -98.37174122899995, 'y': 26.22753344700004, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
261,263,"3406 San Angelo St Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",210000,4,3,2659,Mission,78572,TX,26.1591412454498,-98.2968686679639,"{'x': -98.29643476499996, 'y': 26.15914172500004, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
262,264,"7729 Villa Rama South St Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",199000,3,2,2995,Mission,78572,TX,26.2280628113049,-98.3767135906025,"{'x': -98.41536518099997, 'y': 26.232166667000058, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
263,266,"2308 Colorado St Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",225000,3,3,3270,Mission,78572,TX,26.192719055638,-98.2928184046459,"{'x': -98.29068311499998, 'y': 26.192421525000043, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
264,267,"2700 Santa Olivia St Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",314900,4,5,4093,Mission,78572,TX,26.175557692155,-98.2994985716402,"{'x': -98.29937485199997, 'y': 26.175687004000054, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
265,268,"1305 Marla Dr Palmview, TX 78572 Palmview, TX 78572 Palmview, TX 78572 Palmview, TX 78572",159000,3,2,2341,Palmview,78572,TX,26.2335463263171,-98.3853575436738,"{'x': -98.38545181599994, 'y': 26.233618758000034, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
266,269,"2511 Brentwood Dr Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",480000,5,4,5512,Mission,78572,TX,26.2131061310592,-98.2791216620923,"{'x': -98.27911206399995, 'y': 26.213173682000047, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
267,270,"114 Rio Grande Dr Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",549000,5,6,4361,Mission,78572,TX,26.1885680275341,-98.2939269674582,"{'x': -98.29391841599994, 'y': 26.188822521000077, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
268,271,"1008 Travis St Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",475000,3,5,3014,Mission,78572,TX,26.1953488578285,-98.3072378297315,"{'x': -98.30735016299997, 'y': 26.194346997000025, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
269,272,"3601 Daniel Rd Palmview, TX 78572 Palmview, TX 78572 Palmview, TX 78572 Palmview, TX 78572",80000,3,1,1116,Palmview,78572,TX,26.2084370348764,-98.3687059751136,"{'x': -98.36873344699995, 'y': 26.208664765000037, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
270,273,"1010 Rio Grande Dr Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",280000,5,5,3439,Mission,78572,TX,26.1830006866022,-98.2939853290524,"{'x': -98.29383988299998, 'y': 26.182986578000055, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
271,274,"3603 Denia Ct Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",255000,3,4,2778,Mission,78572,TX,26.2280628113049,-98.3767135906025,"{'x': -98.29165826399998, 'y': 26.172315366000078, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
272,275,"3010 San Patricio St Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",240000,4,4,3033,Mission,78572,TX,26.1605578913303,-98.2999948605074,"{'x': -98.29993546099996, 'y': 26.160753784000065, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
273,276,"1909 Jonathon Dr Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",240000,3,3,2434,Mission,78572,TX,26.1936153695499,-98.2978648570499,"{'x': -98.29788762599998, 'y': 26.193459267000037, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
274,277,"416 Rio Grande Dr Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",274000,4,3,2210,Mission,78572,TX,26.1876875283115,-98.3001687623517,"{'x': -98.30048754699999, 'y': 26.187749551000024, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
275,278,"1303 Sherwood Dr Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",113000,3,2,1802,Mission,78572,TX,26.2315847296414,-98.4158955093817,"{'x': -98.41592801499996, 'y': 26.23096135700007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
276,279,"1900 Alex Drive Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",234000,3,2,2255,Mission,78572,TX,26.1922784447464,-98.2989900903026,"{'x': -98.29906332599995, 'y': 26.192517465000037, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
277,280,"1907 Polk St Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",117000,2,2,1672,Mission,78572,TX,26.2441843063061,-98.405600298525,"{'x': -98.40540964999997, 'y': 26.244145047000075, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
278,281,"510 Castillos Y Diamantes St Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",143114,3,2,1395,Mission,78572,TX,26.2280628113049,-98.3767135906025,"{'x': -98.35626599999995, 'y': 26.212130998000077, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
279,282,"29 Tulip St Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",79900,2,2,898,Mission,78572,TX,26.2415273441063,-98.4054512268239,"{'x': -98.30311153199995, 'y': 26.20312040400006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
280,283,"3404 Santa Monica Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",209900,3,2,2163,Mission,78572,TX,26.1691105029213,-98.3020703737204,"{'x': -98.30177991999994, 'y': 26.16908498500004, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
281,284,"3303 San Fabian St Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",169900,3,3,2216,Mission,78572,TX,26.161726029377,-98.2973541864909,"{'x': -98.29738829399997, 'y': 26.161539275000052, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
282,285,"2110 W Griffin Pkwy Palmview, TX 78572 Palmview, TX 78572 Palmview, TX 78572 Palmview, TX 78572",1500000,3,2,1560,Palmview,78572,TX,26.2335657697309,-98.3510746270256,"{'x': -98.35143823099997, 'y': 26.23353932300006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
283,286,"2224 Colorado St Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",425000,4,5,3874,Mission,78572,TX,26.1925880218581,-98.2918056487081,"{'x': -98.29139880299994, 'y': 26.192539279000073, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
284,287,"66 Lampshire St # 66 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",46500,1,1,901,Mission,78572,TX,26.2149295409141,-98.3776312151004,"{'x': -98.37553165799994, 'y': 26.214452790000053, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
285,288,"6916 Pradera Ln Palmview, TX 78572 Palmview, TX 78572 Palmview, TX 78572 Palmview, TX 78572",144530,4,2,1673,Palmview,78572,TX,26.2501760344931,-98.3970612998414,"{'x': -98.39879659999997, 'y': 26.250353286000063, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
286,289,"3707 Oriole Drive Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",239747,3,2,2313,Mission,78572,TX,26.2280628113049,-98.3767135906025,"{'x': -98.37231019699999, 'y': 26.192139310000073, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
287,291,"2503 Fairway Ct Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",248900,3,3,1898,Mission,78572,TX,26.2528465140179,-98.4129051826808,"{'x': -98.41283755699999, 'y': 26.25286904400008, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
288,292,"2703 San Carlos Ct Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",427000,5,4,4035,Mission,78572,TX,26.1767796592621,-98.3017139204819,"{'x': -98.30095321699997, 'y': 26.17642177500005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
289,293,"110 Mercury St Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",139900,2,2,1483,Mission,78572,TX,26.2039315159125,-98.3040639381846,"{'x': -98.30386175899997, 'y': 26.203896545000077, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
290,294,"6905 Lucero Ct Palmview, TX 78572 Palmview, TX 78572 Palmview, TX 78572 Palmview, TX 78572",240000,4,4,2769,Palmview,78572,TX,26.2460363802544,-98.397883284758,"{'x': -98.39785609999996, 'y': 26.246175769000047, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
291,295,"2113 Hole In One Dr Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",224900,2,3,2364,Mission,78572,TX,26.2280628113049,-98.3767135906025,"{'x': -98.40889260999995, 'y': 26.24869465100005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
292,296,"1814 Tyler St Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",110000,2,2,1380,Mission,78572,TX,26.243624894534,-98.407550550361,"{'x': -98.40774790799998, 'y': 26.243656869000063, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
293,297,"3804 Pelican Way Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",72900,1,0,288,Mission,78572,TX,26.2280628113049,-98.3767135906025,"{'x': -98.37422800899998, 'y': 26.18986723100005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
294,298,"7604 Bogey Dr Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",42000,1,1,480,Mission,78572,TX,26.253395855855,-98.4116639567995,"{'x': -98.41168731899995, 'y': 26.25325431400006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
295,299,"2400 Double Eagle Dr Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",49000,1,1,887,Mission,78572,TX,26.2510285396527,-98.4091549566742,"{'x': -98.40921030299995, 'y': 26.25119644800003, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
296,301,"2005 Kingfisher Ln Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",207000,3,3,1896,Mission,78572,TX,26.2280628113049,-98.3767135906025,"{'x': -98.37201807599996, 'y': 26.19291419800004, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
297,302,"1813 Mike Barrera St Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",69995,3,2,672,Mission,78572,TX,26.2166332125077,-98.3951490223484,"{'x': -98.39343520299997, 'y': 26.216395543000033, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
298,303,"2007 Blue Jay St Palmview, TX 78572 Palmview, TX 78572 Palmview, TX 78572 Palmview, TX 78572",95000,2,2,900,Palmview,78572,TX,26.2280628113049,-98.3767135906025,"{'x': -98.37180965999994, 'y': 26.215620604000037, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
299,306,"1905 E Bogey Dr Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",81000,2,2,910,Mission,78572,TX,26.2481935917235,-98.4114947683818,"{'x': -98.41090171199994, 'y': 26.248205085000052, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
300,308,"500 S Paseo Del Rey St Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",148653,3,2,1764,Mission,78572,TX,26.2280628113049,-98.3767135906025,"{'x': -98.35603370099994, 'y': 26.215454626000053, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
301,309,"1809 Tyler St Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",139000,3,3,1865,Mission,78572,TX,26.2431482440337,-98.4081180483453,"{'x': -98.40791059199995, 'y': 26.24310113100006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
302,311,"1905 Selena St Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",158000,3,2,1414,Mission,78572,TX,26.2027764017087,-98.2959028664286,"{'x': -98.29710414999994, 'y': 26.202950445000056, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
303,314,"810 Hilda St Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",105000,3,2,1200,Mission,78572,TX,26.2262684482944,-98.3328193481064,"{'x': -98.33319806799994, 'y': 26.22626922300003, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
304,315,"2821 Silver Oak Dr Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",221500,3,2,1751,Mission,78572,TX,26.2280628113049,-98.3767135906025,"{'x': -98.34179830399995, 'y': 26.238717000000065, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
305,316,"2217 Bobolink Circle W Cir Palmview, TX 78572 Palmview, TX 78572 Palmview, TX 78572 Palmview, TX 78572",69000,2,1,1149,Palmview,78572,TX,26.2280628113049,-98.3767135906025,"{'x': -98.37375206999997, 'y': 26.21346062600003, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
306,317,"2010 Trevino Dr Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",124000,2,3,1447,Mission,78572,TX,26.2458747957847,-98.4098441899854,"{'x': -98.40974997399996, 'y': 26.246775719000027, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
307,318,"2101 Green Gate Cir W Palmview, TX 78572 Palmview, TX 78572 Palmview, TX 78572 Palmview, TX 78572",95000,2,1,1140,Palmview,78572,TX,26.2280628113049,-98.3767135906025,"{'x': -98.37349461899998, 'y': 26.214832296000054, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
308,320,"607 Magnolia St Palmview, TX 78572 Palmview, TX 78572 Palmview, TX 78572 Palmview, TX 78572",122287,4,3,1609,Palmview,78572,TX,26.2280628113049,-98.3767135906025,"{'x': -98.40986742399997, 'y': 26.23377093000005, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
309,324,"3505 Oriole Dr Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",196241,3,2,2141,Mission,78572,TX,26.2280628113049,-98.3767135906025,"{'x': -98.37182151299999, 'y': 26.192086481000047, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
310,327,"600 S Castillos Y Diamantes Mission Tx Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",179726,3,2,2141,Mission,78572,TX,26.2280628113049,-98.3767135906025,"{'x': -98.35626599999995, 'y': 26.212130998000077, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
311,329,"3507 Oriole Dr Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",209255,3,3,1783,Mission,78572,TX,26.2280628113049,-98.3767135906025,"{'x': -98.37182151299999, 'y': 26.192086481000047, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
312,331,"4201 Santa Lydia St Mission, TX 78572 Mission, TX 78572 Mission, TX 78572 Mission, TX 78572",195000,3,3,2196,Mission,78572,TX,26.1612232038737,-98.2995233036636,"{'x': -98.30001648399997, 'y': 26.159356332000073, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
313,356,"810 Bluebird Pharr, TX 0 Pharr, TX 0 Pharr, TX 0 Pharr, TX 0",159500,3,2,1504,Pharr,0,TX,26.2272769709241,-98.1896956699533,"{'x': -98.18972579399997, 'y': 26.227066326000056, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
314,357,"803 Delta Dr Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577",168000,3,2,1912,Pharr,78577,TX,26.1611495550282,-98.1760338079856,"{'x': -98.17605857099994, 'y': 26.161014289000036, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
315,358,"1017 E Alan St Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577",89000,3,2,1294,Pharr,78577,TX,26.2081678,-98.170227,"{'x': -98.17025437699999, 'y': 26.20794926700006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
316,359,"912 E Azucar Ave Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577",195000,4,3,2073,Pharr,78577,TX,26.1506138430391,-98.1910396419237,"{'x': -98.16697328999999, 'y': 26.238578733000054, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
317,360,"520 E Canela Ave Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577",109474,3,2,1786,Pharr,78577,TX,26.2364154919582,-98.1711184920371,"{'x': -98.17107237099998, 'y': 26.236625649000075, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
318,361,"2202 Radiant Ln Edinburg, TX 78542 Edinburg, TX 78542 Edinburg, TX 78542 Edinburg, TX 78542",230000,3,4,2035,Edinburg,78542,TX,26.4519957109194,-98.0843110434917,"{'x': -98.14417989199995, 'y': 26.27626214000003, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
319,362,"714 N Esperanza St Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577",89000,3,2,1158,Pharr,78577,TX,26.2019533905791,-98.1892605472447,"{'x': -98.18924169699994, 'y': 26.202535649000026, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
320,363,"2412 S Hibiscus St Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577",140000,3,2,1525,Pharr,78577,TX,26.1694031471021,-98.1996006630169,"{'x': -98.19958211699998, 'y': 26.169157131000077, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
321,364,"2304 Yellowfin Ave Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577",129900,3,2,1204,Pharr,78577,TX,26.1684391090839,-98.1907474579686,"{'x': -98.19050791699999, 'y': 26.16838299500006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
322,365,"811 W Arapaho Dr Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577",255000,4,3,2804,Pharr,78577,TX,26.2398094634738,-98.1676766592345,"{'x': -98.18147474999995, 'y': 26.24193900000006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
323,366,"910 W Arapaho Ave Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577",249900,4,4,2058,Pharr,78577,TX,26.2395654017105,-98.1671458601128,"{'x': -98.18147474999995, 'y': 26.24193900000006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
324,367,"2605 N Poinsettia Ln Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577",129900,3,2,1093,Pharr,78577,TX,26.2189737081533,-98.1958921377825,"{'x': -98.19603062099998, 'y': 26.217739034000033, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
325,368,"2002 S Erica St Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577",270000,4,4,2845,Pharr,78577,TX,26.172803937605,-98.1943812329161,"{'x': -98.19444108399995, 'y': 26.172244215000035, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
326,369,"303 Ohara Dr Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577",95700,3,2,1594,Pharr,78577,TX,26.1654556643246,-98.1846951943401,"{'x': -98.18459481899998, 'y': 26.165365333000068, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
327,370,"1204 E Nell Pool Dr Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577",117000,3,2,1235,Pharr,78577,TX,26.2271581907158,-98.1630644924887,"{'x': -98.16305254899999, 'y': 26.227354758000047, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
328,371,"900 E Scurlock Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577",79000,2,1,900,Pharr,78577,TX,26.1180751511302,-98.1817565956895,"{'x': -98.18169684999998, 'y': 26.118304933000047, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
329,372,"1305 Rhett Dr # 31 Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577",219000,4,3,3236,Pharr,78577,TX,26.1647128585338,-98.1752730370392,"{'x': -98.17533478299998, 'y': 26.164516797000033, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
330,373,"2409 S Dominique Dr Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577",185000,3,3,2191,Pharr,78577,TX,26.1696431646854,-98.2034030471812,"{'x': -98.20235229999997, 'y': 26.172985996000023, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
331,374,"2715 Melanie Dr Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577",69800,2,3,1368,Pharr,78577,TX,26.1605981697623,-98.1732000838061,"{'x': -98.17333091699999, 'y': 26.160637202000032, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
332,375,"608 W Falcon Ave Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577",139999,3,2,1668,Pharr,78577,TX,26.1374903635965,-98.2003575380282,"{'x': -98.20039559799994, 'y': 26.137271209000062, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
333,376,"807 S Juniper Cir Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577",191000,3,3,1869,Pharr,78577,TX,26.1849342951323,-98.1717328953638,"{'x': -98.17180917199994, 'y': 26.185205034000035, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
334,377,"8604 S Estrella St Pharr, TX 0 Pharr, TX 0 Pharr, TX 0 Pharr, TX 0",176000,4,2,1765,Pharr,0,TX,26.1149957622261,-98.211101194787,"{'x': -98.21090059199997, 'y': 26.114959215000056, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
335,378,"1400 W Jeff Dr Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577",106000,3,2,1212,Pharr,78577,TX,26.1294041627462,-98.2129251977438,"{'x': -98.21295454199998, 'y': 26.129210300000068, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
336,379,"708 W Green Jay Ave Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577",86000,3,2,1345,Pharr,78577,TX,26.1386276509494,-98.2027228676047,"{'x': -98.20275770999996, 'y': 26.13843627500006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
337,380,"3400 N Tequila Dr Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577",124900,3,2,1486,Pharr,78577,TX,26.2218652272177,-98.1673570272123,"{'x': -98.16755140799995, 'y': 26.22189495300006, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
338,381,"1807 W Ventura Dr Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577",220000,4,3,2073,Pharr,78577,TX,26.1506138430391,-98.1910396419237,"{'x': -98.20757554499994, 'y': 26.16566073000007, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
339,382,"327 Ashley Dr Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577",157900,4,4,2544,Pharr,78577,TX,26.160336635033,-98.1858048330107,"{'x': -98.18228712599995, 'y': 26.158586300000024, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
340,383,"706 Goldfinch Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577",205000,3,3,2203,Pharr,78577,TX,26.2256118073882,-98.1877927882827,"{'x': -98.18782670999997, 'y': 26.225420300000053, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
341,384,"6900 S Naranja Ln Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577",129900,3,2,1476,Pharr,78577,TX,26.1292746765692,-98.2046331486696,"{'x': -98.20438960999996, 'y': 26.129233131000035, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
342,385,"409 W Kelly Ave Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577",137000,3,2,1440,Pharr,78577,TX,26.1919018647626,-98.1889384275397,"{'x': -98.18925542499994, 'y': 26.192046722000043, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
343,386,"1207 E Valle Vista Ave Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577",113000,4,2,1226,Pharr,78577,TX,26.2300142853596,-98.1624603117718,"{'x': -98.16249537199997, 'y': 26.22979120900004, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
344,387,"5902 La Ramada St Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577",109900,3,2,1294,Pharr,78577,TX,26.1351478422365,-98.1976797843967,"{'x': -98.19763009199994, 'y': 26.135056215000077, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
345,388,"4201 N Palm Dr Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577",119000,4,2,2333,Pharr,78577,TX,26.2323477426175,-98.19125704844,"{'x': -98.19118009899995, 'y': 26.232491022000033, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
346,389,"5906 Ebony St Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577",260000,3,3,2098,Pharr,78577,TX,26.1506138430391,-98.1910396419237,"{'x': -98.17012948999997, 'y': 26.23487052300004, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
347,390,"7213 S San Marcos St Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577",75000,3,1,1108,Pharr,78577,TX,26.1234474427095,-98.1851371875681,"{'x': -98.18527188999997, 'y': 26.123067011000046, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
348,391,"2103 N Days Cir Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577 Pharr, TX 78577",118000,3,2,1220,Pharr,78577,TX,26.2127811277002,-98.1765291340284,"{'x': -98.17630811699996, 'y': 26.21274413100008, 'spatialReference': {'wkid': 4326, 'latestWkid': 4326}}"
