,listID,address,price,bedrooms,bathrooms,square_feet,city,zipcode,state,lat,lon,SHAPE
305,316,2217 Bobolink Circle W Cir,69000.0,2,1,1149,Palmview,78572,TX,26.2280628113049,-98.3767135906025,"{'x': -98.3767135906025, 'y': 26.2280628113049, 'spatialReference': {'wkid': 4326}}"
306,317,2010 Trevino Dr,124000.0,2,3,1447,Mission,78572,TX,26.2458747957847,-98.4098441899854,"{'x': -98.4098441899854, 'y': 26.2458747957847, 'spatialReference': {'wkid': 4326}}"
307,318,2101 Green Gate Cir W,95000.0,2,1,1140,Palmview,78572,TX,26.2280628113049,-98.3767135906025,"{'x': -98.3767135906025, 'y': 26.2280628113049, 'spatialReference': {'wkid': 4326}}"
308,320,607 Magnolia St,122287.0,4,3,1609,Palmview,78572,TX,26.2280628113049,-98.3767135906025,"{'x': -98.3767135906025, 'y': 26.2280628113049, 'spatialReference': {'wkid': 4326}}"
309,324,3505 Oriole Dr,196241.0,3,2,2141,Mission,78572,TX,26.2280628113049,-98.3767135906025,"{'x': -98.3767135906025, 'y': 26.2280628113049, 'spatialReference': {'wkid': 4326}}"
310,327,600 S Castillos Y Diamantes Mission Tx,179726.0,3,2,2141,Mission,78572,TX,26.2280628113049,-98.3767135906025,"{'x': -98.3767135906025, 'y': 26.2280628113049, 'spatialReference': {'wkid': 4326}}"
311,329,3507 Oriole Dr,209255.0,3,3,1783,Mission,78572,TX,26.2280628113049,-98.3767135906025,"{'x': -98.3767135906025, 'y': 26.2280628113049, 'spatialReference': {'wkid': 4326}}"
312,331,4201 Santa Lydia St,195000.0,3,3,2196,Mission,78572,TX,26.1612232038737,-98.2995233036636,"{'x': -98.2995233036636, 'y': 26.1612232038737, 'spatialReference': {'wkid': 4326}}"
313,356,810 Bluebird,159500.0,3,2,1504,Pharr,0,TX,26.2272769709241,-98.1896956699533,"{'x': -98.1896956699533, 'y': 26.2272769709241, 'spatialReference': {'wkid': 4326}}"
314,357,803 Delta Dr,168000.0,3,2,1912,Pharr,78577,TX,26.1611495550282,-98.1760338079856,"{'x': -98.1760338079856, 'y': 26.1611495550282, 'spatialReference': {'wkid': 4326}}"
315,358,1017 E Alan St,89000.0,3,2,1294,Pharr,78577,TX,26.2081678,-98.170227,"{'x': -98.170227, 'y': 26.2081678, 'spatialReference': {'wkid': 4326}}"
316,359,912 E Azucar Ave,195000.0,4,3,2073,Pharr,78577,TX,26.1506138430391,-98.1910396419237,"{'x': -98.1910396419237, 'y': 26.1506138430391, 'spatialReference': {'wkid': 4326}}"
317,360,520 E Canela Ave,109474.0,3,2,1786,Pharr,78577,TX,26.2364154919582,-98.1711184920371,"{'x': -98.1711184920371, 'y': 26.2364154919582, 'spatialReference': {'wkid': 4326}}"
318,361,2202 Radiant Ln,230000.0,3,4,2035,Edinburg,78542,TX,26.4519957109194,-98.0843110434917,"{'x': -98.0843110434917, 'y': 26.4519957109194, 'spatialReference': {'wkid': 4326}}"
319,362,714 N Esperanza St,89000.0,3,2,1158,Pharr,78577,TX,26.2019533905791,-98.1892605472447,"{'x': -98.1892605472447, 'y': 26.2019533905791, 'spatialReference': {'wkid': 4326}}"
320,363,2412 S Hibiscus St,140000.0,3,2,1525,Pharr,78577,TX,26.1694031471021,-98.1996006630169,"{'x': -98.1996006630169, 'y': 26.1694031471021, 'spatialReference': {'wkid': 4326}}"
321,364,2304 Yellowfin Ave,129900.0,3,2,1204,Pharr,78577,TX,26.1684391090839,-98.1907474579686,"{'x': -98.1907474579686, 'y': 26.1684391090839, 'spatialReference': {'wkid': 4326}}"
322,365,811 W Arapaho Dr,255000.0,4,3,2804,Pharr,78577,TX,26.2398094634738,-98.1676766592345,"{'x': -98.1676766592345, 'y': 26.2398094634738, 'spatialReference': {'wkid': 4326}}"
323,366,910 W Arapaho Ave,249900.0,4,4,2058,Pharr,78577,TX,26.2395654017105,-98.1671458601128,"{'x': -98.1671458601128, 'y': 26.2395654017105, 'spatialReference': {'wkid': 4326}}"
324,367,2605 N Poinsettia Ln,129900.0,3,2,1093,Pharr,78577,TX,26.2189737081533,-98.1958921377825,"{'x': -98.1958921377825, 'y': 26.2189737081533, 'spatialReference': {'wkid': 4326}}"
325,368,2002 S Erica St,270000.0,4,4,2845,Pharr,78577,TX,26.172803937605,-98.1943812329161,"{'x': -98.1943812329161, 'y': 26.172803937605, 'spatialReference': {'wkid': 4326}}"
326,369,303 Ohara Dr,95700.0,3,2,1594,Pharr,78577,TX,26.1654556643246,-98.1846951943401,"{'x': -98.1846951943401, 'y': 26.1654556643246, 'spatialReference': {'wkid': 4326}}"
327,370,1204 E Nell Pool Dr,117000.0,3,2,1235,Pharr,78577,TX,26.2271581907158,-98.1630644924887,"{'x': -98.1630644924887, 'y': 26.2271581907158, 'spatialReference': {'wkid': 4326}}"
328,371,900 E Scurlock,79000.0,2,1,900,Pharr,78577,TX,26.1180751511302,-98.1817565956895,"{'x': -98.1817565956895, 'y': 26.1180751511302, 'spatialReference': {'wkid': 4326}}"
329,372,1305 Rhett Dr # 31,219000.0,4,3,3236,Pharr,78577,TX,26.1647128585338,-98.1752730370392,"{'x': -98.1752730370392, 'y': 26.1647128585338, 'spatialReference': {'wkid': 4326}}"
330,373,2409 S Dominique Dr,185000.0,3,3,2191,Pharr,78577,TX,26.1696431646854,-98.2034030471812,"{'x': -98.2034030471812, 'y': 26.1696431646854, 'spatialReference': {'wkid': 4326}}"
331,374,2715 Melanie Dr,69800.0,2,3,1368,Pharr,78577,TX,26.1605981697623,-98.1732000838061,"{'x': -98.1732000838061, 'y': 26.1605981697623, 'spatialReference': {'wkid': 4326}}"
332,375,608 W Falcon Ave,139999.0,3,2,1668,Pharr,78577,TX,26.1374903635965,-98.2003575380282,"{'x': -98.2003575380282, 'y': 26.1374903635965, 'spatialReference': {'wkid': 4326}}"
333,376,807 S Juniper Cir,191000.0,3,3,1869,Pharr,78577,TX,26.1849342951323,-98.1717328953638,"{'x': -98.1717328953638, 'y': 26.1849342951323, 'spatialReference': {'wkid': 4326}}"
334,377,8604 S Estrella St,176000.0,4,2,1765,Pharr,0,TX,26.1149957622261,-98.211101194787,"{'x': -98.211101194787, 'y': 26.1149957622261, 'spatialReference': {'wkid': 4326}}"
335,378,1400 W Jeff Dr,106000.0,3,2,1212,Pharr,78577,TX,26.1294041627462,-98.2129251977438,"{'x': -98.2129251977438, 'y': 26.1294041627462, 'spatialReference': {'wkid': 4326}}"
336,379,708 W Green Jay Ave,86000.0,3,2,1345,Pharr,78577,TX,26.1386276509494,-98.2027228676047,"{'x': -98.2027228676047, 'y': 26.1386276509494, 'spatialReference': {'wkid': 4326}}"
337,380,3400 N Tequila Dr,124900.0,3,2,1486,Pharr,78577,TX,26.2218652272177,-98.1673570272123,"{'x': -98.1673570272123, 'y': 26.2218652272177, 'spatialReference': {'wkid': 4326}}"
338,381,1807 W Ventura Dr,220000.0,4,3,2073,Pharr,78577,TX,26.1506138430391,-98.1910396419237,"{'x': -98.1910396419237, 'y': 26.1506138430391, 'spatialReference': {'wkid': 4326}}"
339,382,327 Ashley Dr,157900.0,4,4,2544,Pharr,78577,TX,26.160336635033,-98.1858048330107,"{'x': -98.1858048330107, 'y': 26.160336635033, 'spatialReference': {'wkid': 4326}}"
340,383,706 Goldfinch,205000.0,3,3,2203,Pharr,78577,TX,26.2256118073882,-98.1877927882827,"{'x': -98.1877927882827, 'y': 26.2256118073882, 'spatialReference': {'wkid': 4326}}"
341,384,6900 S Naranja Ln,129900.0,3,2,1476,Pharr,78577,TX,26.1292746765692,-98.2046331486696,"{'x': -98.2046331486696, 'y': 26.1292746765692, 'spatialReference': {'wkid': 4326}}"
342,385,409 W Kelly Ave,137000.0,3,2,1440,Pharr,78577,TX,26.1919018647626,-98.1889384275397,"{'x': -98.1889384275397, 'y': 26.1919018647626, 'spatialReference': {'wkid': 4326}}"
343,386,1207 E Valle Vista Ave,113000.0,4,2,1226,Pharr,78577,TX,26.2300142853596,-98.1624603117718,"{'x': -98.1624603117718, 'y': 26.2300142853596, 'spatialReference': {'wkid': 4326}}"
344,387,5902 La Ramada St,109900.0,3,2,1294,Pharr,78577,TX,26.1351478422365,-98.1976797843967,"{'x': -98.1976797843967, 'y': 26.1351478422365, 'spatialReference': {'wkid': 4326}}"
345,388,4201 N Palm Dr,119000.0,4,2,2333,Pharr,78577,TX,26.2323477426175,-98.19125704844,"{'x': -98.19125704844, 'y': 26.2323477426175, 'spatialReference': {'wkid': 4326}}"
346,389,5906 Ebony St,260000.0,3,3,2098,Pharr,78577,TX,26.1506138430391,-98.1910396419237,"{'x': -98.1910396419237, 'y': 26.1506138430391, 'spatialReference': {'wkid': 4326}}"
347,390,7213 S San Marcos St,75000.0,3,1,1108,Pharr,78577,TX,26.1234474427095,-98.1851371875681,"{'x': -98.1851371875681, 'y': 26.1234474427095, 'spatialReference': {'wkid': 4326}}"
348,391,2103 N Days Cir,118000.0,3,2,1220,Pharr,78577,TX,26.2127811277002,-98.1765291340284,"{'x': -98.1765291340284, 'y': 26.2127811277002, 'spatialReference': {'wkid': 4326}}"
349,392,805 W Arapaho Ave,229000.0,4,2,1838,Pharr,0,TX,26.2398133703725,-98.1677094169315,"{'x': -98.1677094169315, 'y': 26.2398133703725, 'spatialReference': {'wkid': 4326}}"
350,393,1110 W Green Jay Ave,142900.0,4,2,1556,Pharr,78577,TX,26.1390709924809,-98.2070073784897,"{'x': -98.2070073784897, 'y': 26.1390709924809, 'spatialReference': {'wkid': 4326}}"
351,394,222 Javelina Dr,335000.0,3,3,3116,Pharr,78577,TX,26.1506138430391,-98.1910396419237,"{'x': -98.1910396419237, 'y': 26.1506138430391, 'spatialReference': {'wkid': 4326}}"
352,395,806 W Iroquois Ave,265000.0,3,4,2104,Pharr,78577,TX,26.1506138430391,-98.1910396419237,"{'x': -98.1910396419237, 'y': 26.1506138430391, 'spatialReference': {'wkid': 4326}}"
353,396,7400 S Dianne Dr,40000.0,3,2,1167,Pharr,78577,TX,26.123054742256,-98.1945860687681,"{'x': -98.1945860687681, 'y': 26.123054742256, 'spatialReference': {'wkid': 4326}}"
354,397,2409 Rhett Dr,189900.0,3,4,2251,Pharr,78577,TX,26.1657188651133,-98.1784787930651,"{'x': -98.1784787930651, 'y': 26.1657188651133, 'spatialReference': {'wkid': 4326}}"
355,398,1802 S Erica St,239000.0,3,2,2315,Pharr,78577,TX,26.1506138430391,-98.1910396419237,"{'x': -98.1910396419237, 'y': 26.1506138430391, 'spatialReference': {'wkid': 4326}}"
356,399,503 Melanie Dr,248000.0,5,5,4013,Pharr,78577,TX,26.1583185623072,-98.1787373262908,"{'x': -98.1787373262908, 'y': 26.1583185623072, 'spatialReference': {'wkid': 4326}}"
357,400,804 W Warren St,78950.0,3,2,1252,Pharr,78577,TX,26.2097298518397,-98.1921032201426,"{'x': -98.1921032201426, 'y': 26.2097298518397, 'spatialReference': {'wkid': 4326}}"
358,401,1001 Regal Dr,129900.0,2,2,1397,Pharr,78577,TX,26.2265031635931,-98.1929521868746,"{'x': -98.1929521868746, 'y': 26.2265031635931, 'spatialReference': {'wkid': 4326}}"
359,402,1409 Calle Espana,325000.0,4,8,3977,Pharr,78577,TX,26.1661871799986,-98.206179988302,"{'x': -98.206179988302, 'y': 26.1661871799986, 'spatialReference': {'wkid': 4326}}"
360,403,2102 S Angelina Marie,997000.0,5,7,7031,Pharr,78577,TX,26.173186781271,-98.2034591802577,"{'x': -98.2034591802577, 'y': 26.173186781271, 'spatialReference': {'wkid': 4326}}"
361,404,2000 S Villa Real Dr,199000.0,4,4,2575,Pharr,78577,TX,26.1725641422593,-98.1955521798152,"{'x': -98.1955521798152, 'y': 26.1725641422593, 'spatialReference': {'wkid': 4326}}"
362,405,912 Regal Dr,165000.0,3,2,1760,Pharr,78577,TX,26.2267487751916,-98.1922279156108,"{'x': -98.1922279156108, 'y': 26.2267487751916, 'spatialReference': {'wkid': 4326}}"
363,406,1307 E Maurer St,113000.0,3,2,1474,Pharr,78577,TX,26.1844615793726,-98.1703521353069,"{'x': -98.1703521353069, 'y': 26.1844615793726, 'spatialReference': {'wkid': 4326}}"
364,407,1300 E Pine Ave,215000.0,3,3,2910,Pharr,78577,TX,26.1798375515194,-98.1717124161164,"{'x': -98.1717124161164, 'y': 26.1798375515194, 'spatialReference': {'wkid': 4326}}"
365,408,1201 S Danner Rd,149000.0,3,1,1990,Pharr,78577,TX,26.1834022967904,-98.1760854097913,"{'x': -98.1760854097913, 'y': 26.1834022967904, 'spatialReference': {'wkid': 4326}}"
366,409,1802 S Lili Dr,239157.0,5,4,2819,Pharr,78577,TX,26.1744678592117,-98.2004128019527,"{'x': -98.2004128019527, 'y': 26.1744678592117, 'spatialReference': {'wkid': 4326}}"
367,410,710 W Starr Ave,103000.0,3,2,1057,Pharr,78577,TX,26.1324811918778,-98.2056333218042,"{'x': -98.2056333218042, 'y': 26.1324811918778, 'spatialReference': {'wkid': 4326}}"
368,411,504 Pink Bugambilia,309000.0,4,4,2357,Pharr,78577,TX,26.1737704694707,-98.1921635538316,"{'x': -98.1921635538316, 'y': 26.1737704694707, 'spatialReference': {'wkid': 4326}}"
369,412,1608 N Ebony St,225000.0,3,2,2825,Pharr,78577,TX,26.2082720644067,-98.1747824845539,"{'x': -98.1747824845539, 'y': 26.2082720644067, 'spatialReference': {'wkid': 4326}}"
370,413,704 New Orleans Cir,184900.0,3,2,1595,Pharr,78577,TX,26.1630458651322,-98.1752828327275,"{'x': -98.1752828327275, 'y': 26.1630458651322, 'spatialReference': {'wkid': 4326}}"
371,414,5103 N Mockingbird Ave,289000.0,4,3,2800,Pharr,78577,TX,26.1506138430391,-98.1910396419237,"{'x': -98.1910396419237, 'y': 26.1506138430391, 'spatialReference': {'wkid': 4326}}"
372,415,907 Milano Ct,102999.0,3,2,1053,Pharr,78577,TX,26.1187055959558,-98.208074876463,"{'x': -98.208074876463, 'y': 26.1187055959558, 'spatialReference': {'wkid': 4326}}"
373,416,8412 S Norma St,129999.0,3,2,1298,Pharr,78577,TX,26.1166669822997,-98.2123671734032,"{'x': -98.2123671734032, 'y': 26.1166669822997, 'spatialReference': {'wkid': 4326}}"
374,417,900 W Moore Rd,1200000.0,5,6,6182,Pharr,78577,TX,26.1752672660956,-98.1996364432158,"{'x': -98.1996364432158, 'y': 26.1752672660956, 'spatialReference': {'wkid': 4326}}"
375,418,715 W Dipper Ave,115990.0,6,3,1640,Pharr,78577,TX,26.13552686884,-98.2039689688358,"{'x': -98.2039689688358, 'y': 26.13552686884, 'spatialReference': {'wkid': 4326}}"
376,419,803 W Daffodil Ave,260500.0,4,4,3485,Pharr,78577,TX,26.1853774021004,-98.1943917313428,"{'x': -98.1943917313428, 'y': 26.1853774021004, 'spatialReference': {'wkid': 4326}}"
377,420,504 W Jackson Ave,226500.0,6,3,5486,Pharr,78577,TX,26.1838533100815,-98.189309308913,"{'x': -98.189309308913, 'y': 26.1838533100815, 'spatialReference': {'wkid': 4326}}"
378,421,409 Melanie Dr,174900.0,4,4,2819,Pharr,78577,TX,26.1594504280893,-98.1735820304388,"{'x': -98.1735820304388, 'y': 26.1594504280893, 'spatialReference': {'wkid': 4326}}"
379,422,7421 S Morelos St,119000.0,3,2,1048,Pharr,78577,TX,26.1241624038228,-98.2081709537113,"{'x': -98.2081709537113, 'y': 26.1241624038228, 'spatialReference': {'wkid': 4326}}"
380,423,2709 Rhett Dr,154900.0,3,3,2147,Pharr,78577,TX,26.1627010564451,-98.1821940566692,"{'x': -98.1821940566692, 'y': 26.1627010564451, 'spatialReference': {'wkid': 4326}}"
381,424,801 E Azucar Ave,170000.0,3,3,2450,Pharr,78577,TX,26.1506138430391,-98.1910396419237,"{'x': -98.1910396419237, 'y': 26.1506138430391, 'spatialReference': {'wkid': 4326}}"
382,425,2716 Charlotte Dr,149900.0,3,2,1670,Pharr,78577,TX,26.1627372701049,-98.1877560169063,"{'x': -98.1877560169063, 'y': 26.1627372701049, 'spatialReference': {'wkid': 4326}}"
383,426,611 W La Quinta Dr,139999.0,3,2,1742,Pharr,78577,TX,26.1355711011516,-98.2002559860163,"{'x': -98.2002559860163, 'y': 26.1355711011516, 'spatialReference': {'wkid': 4326}}"
384,427,401 Golden Dr,169900.0,3,2,1944,Pharr,78577,TX,26.2297064505245,-98.182764267757,"{'x': -98.182764267757, 'y': 26.2297064505245, 'spatialReference': {'wkid': 4326}}"
385,428,3715 S Cage Blvd,195000.0,3,1,1434,Pharr,78577,TX,26.1567887437154,-98.1902955209117,"{'x': -98.1902955209117, 'y': 26.1567887437154, 'spatialReference': {'wkid': 4326}}"
386,429,5913 N Sugar Rd,319000.0,3,2,1232,Pharr,78577,TX,26.2477040383995,-98.1873797960887,"{'x': -98.1873797960887, 'y': 26.2477040383995, 'spatialReference': {'wkid': 4326}}"
387,430,512 Hunee Dr,165000.0,3,2,1354,San Juan,0,TX,26.1678512763958,-98.1548374938667,"{'x': -98.1548374938667, 'y': 26.1678512763958, 'spatialReference': {'wkid': 4326}}"
388,431,309 E Saint Anne Dr,109500.0,2,2,968,Pharr,78577,TX,26.1195583,-98.1919694,"{'x': -98.1919694, 'y': 26.1195583, 'spatialReference': {'wkid': 4326}}"
389,432,2807 W Veterans Blvd,185000.0,5,3,1987,San Juan,78589,TX,26.225281018206,-98.1618905949283,"{'x': -98.1618905949283, 'y': 26.225281018206, 'spatialReference': {'wkid': 4326}}"
390,433,140 W Handy Dr,60000.0,4,2,1574,Pharr,78577,TX,26.1283088085776,-98.1964932696598,"{'x': -98.1964932696598, 'y': 26.1283088085776, 'spatialReference': {'wkid': 4326}}"
391,434,1305 W Park Dr,240000.0,4,2,2275,Pharr,78577,TX,26.2279604741976,-98.1969786943438,"{'x': -98.1969786943438, 'y': 26.2279604741976, 'spatialReference': {'wkid': 4326}}"
392,435,1202 N Regal Dr,235000.0,4,2,2274,Pharr,78577,TX,26.2272570832362,-98.1961093741608,"{'x': -98.1961093741608, 'y': 26.2272570832362, 'spatialReference': {'wkid': 4326}}"
393,436,335 Ashley Dr,155000.0,2,2,1865,Pharr,78577,TX,26.160430423729,-98.1858946554272,"{'x': -98.1858946554272, 'y': 26.160430423729, 'spatialReference': {'wkid': 4326}}"
394,437,5107 N Mockingbird Ave,299000.0,4,3,2900,Pharr,78577,TX,26.1506138430391,-98.1910396419237,"{'x': -98.1910396419237, 'y': 26.1506138430391, 'spatialReference': {'wkid': 4326}}"
395,438,322 W Sam Houston Blvd,155000.0,2,1,1216,Pharr,78577,TX,26.1884038527926,-98.1882998522015,"{'x': -98.1882998522015, 'y': 26.1884038527926, 'spatialReference': {'wkid': 4326}}"
396,439,2312 S. Jackson  Road,300000.0,3,2,1983,Mcallen,78577,TX,26.1781088013429,-98.2076985619765,"{'x': -98.2076985619765, 'y': 26.1781088013429, 'spatialReference': {'wkid': 4326}}"
397,440,504 W Jackson W Ave,226500.0,6,3,5486,Pharr,78577,TX,26.1838533100815,-98.189309308913,"{'x': -98.189309308913, 'y': 26.1838533100815, 'spatialReference': {'wkid': 4326}}"
398,441,108 E Puebla Dr,269000.0,4,4,4322,Pharr,78577,TX,26.114287941893,-98.1973550826945,"{'x': -98.1973550826945, 'y': 26.114287941893, 'spatialReference': {'wkid': 4326}}"
399,442,115 E Clark Ave,105000.0,2,1,718,Pharr,78577,TX,26.1964993964719,-98.1834252005657,"{'x': -98.1834252005657, 'y': 26.1964993964719, 'spatialReference': {'wkid': 4326}}"
400,443,100 W Moore Rd LOT 14,150000.0,3,2,1608,Pharr,78577,TX,26.1741906382258,-98.1877812887164,"{'x': -98.1877812887164, 'y': 26.1741906382258, 'spatialReference': {'wkid': 4326}}"
401,444,1200 S Hibiscus St,269000.0,5,4,3006,Pharr,78577,TX,26.1856956894761,-98.1965258316564,"{'x': -98.1965258316564, 'y': 26.1856956894761, 'spatialReference': {'wkid': 4326}}"
402,445,6407 Venus Ln,114900.0,4,2,1585,Pharr,78577,TX,26.1313749046839,-98.1924558011904,"{'x': -98.1924558011904, 'y': 26.1313749046839, 'spatialReference': {'wkid': 4326}}"
403,446,2729 Palmer Dr,199000.0,4,2,2570,Pharr,78577,TX,26.1623270967965,-98.1837817439756,"{'x': -98.1837817439756, 'y': 26.1623270967965, 'spatialReference': {'wkid': 4326}}"
404,447,501 N Palm Dr,249900.0,3,2,1656,Pharr,78577,TX,26.1998497217555,-98.1974327721473,"{'x': -98.1974327721473, 'y': 26.1998497217555, 'spatialReference': {'wkid': 4326}}"
405,448,1333 Marble Rd,234900.0,3,5,2355,Pharr,78577,TX,26.1780972312524,-98.1757262978181,"{'x': -98.1757262978181, 'y': 26.1780972312524, 'spatialReference': {'wkid': 4326}}"
406,449,321 Ashley Dr,195000.0,3,5,2384,Pharr,78577,TX,26.1602658986429,-98.1857373192065,"{'x': -98.1857373192065, 'y': 26.1602658986429, 'spatialReference': {'wkid': 4326}}"
407,450,5607 N Sugar Rd,223000.0,4,2,1800,Pharr,78577,TX,26.2455621966665,-98.1895046258697,"{'x': -98.1895046258697, 'y': 26.2455621966665, 'spatialReference': {'wkid': 4326}}"
408,451,326 Ashley Dr,163900.0,3,2,1805,Pharr,78577,TX,26.1582841089907,-98.1820507661651,"{'x': -98.1820507661651, 'y': 26.1582841089907, 'spatialReference': {'wkid': 4326}}"
409,452,4301 S Cage Blvd,215000.0,3,2,2224,Pharr,78577,TX,26.1523387305455,-98.1910463626858,"{'x': -98.1910463626858, 'y': 26.1523387305455, 'spatialReference': {'wkid': 4326}}"
410,453,2701 Charlotte Dr,350000.0,4,3,3134,Pharr,78577,TX,26.1642110795198,-98.1869383069368,"{'x': -98.1869383069368, 'y': 26.1642110795198, 'spatialReference': {'wkid': 4326}}"
411,454,100 W Moore Rd LOT 44,205000.0,2,4,3021,Pharr,78577,TX,26.1741906382258,-98.1877812887164,"{'x': -98.1877812887164, 'y': 26.1741906382258, 'spatialReference': {'wkid': 4326}}"
412,455,1607 Crown Pointe Blvd,290000.0,4,4,2637,Mission,78572,TX,26.2194757689662,-98.2990257073341,"{'x': -98.2990257073341, 'y': 26.2194757689662, 'spatialReference': {'wkid': 4326}}"
413,456,1909 Robin Ave,160000.0,3,2,1590,Mcallen,78504,TX,26.2664559368912,-98.2317494088355,"{'x': -98.2317494088355, 'y': 26.2664559368912, 'spatialReference': {'wkid': 4326}}"
414,457,2805 Francisca Ave,122000.0,4,2,2114,Mcallen,78503,TX,26.1681173310737,-98.2583914540522,"{'x': -98.2583914540522, 'y': 26.1681173310737, 'spatialReference': {'wkid': 4326}}"
415,458,2600 York Ave,259000.0,4,4,2055,Mcallen,78504,TX,26.29888829105,-98.2326781068898,"{'x': -98.2326781068898, 'y': 26.29888829105, 'spatialReference': {'wkid': 4326}}"
416,459,2604 Brazos Ave,529000.0,4,5,3819,Mcallen,78504,TX,26.3021543997285,-98.2323874023718,"{'x': -98.2323874023718, 'y': 26.3021543997285, 'spatialReference': {'wkid': 4326}}"
417,460,2621 Mynah Ave,165000.0,3,3,1613,Mcallen,78504,TX,26.2643574651395,-98.2408815200633,"{'x': -98.2408815200633, 'y': 26.2643574651395, 'spatialReference': {'wkid': 4326}}"
418,461,2323 N 35th Ln,118000.0,3,3,2208,Mcallen,78501,TX,26.2284714919701,-98.2559364833541,"{'x': -98.2559364833541, 'y': 26.2284714919701, 'spatialReference': {'wkid': 4326}}"
419,462,4700 Zinnia Ave,196500.0,3,3,1836,Mcallen,78504,TX,26.2719677185657,-98.236571201499,"{'x': -98.236571201499, 'y': 26.2719677185657, 'spatialReference': {'wkid': 4326}}"
420,463,2041 Lindberg Cir,60000.0,4,2,1337,Mcallen,78501,TX,26.1943255253947,-98.2432191580562,"{'x': -98.2432191580562, 'y': 26.1943255253947, 'spatialReference': {'wkid': 4326}}"
421,464,2705 Northgate Ln,180000.0,3,2,1919,Mcallen,78504,TX,26.2872340365796,-98.2383285772386,"{'x': -98.2383285772386, 'y': 26.2872340365796, 'spatialReference': {'wkid': 4326}}"
422,465,1012 N 45th St,140000.0,3,2,1557,Mcallen,78501,TX,26.2175404362825,-98.2683843674183,"{'x': -98.2683843674183, 'y': 26.2175404362825, 'spatialReference': {'wkid': 4326}}"
423,466,4720 Toucan Ave,115000.0,4,2,1409,Mcallen,78504,TX,26.2736382566768,-98.2610127301476,"{'x': -98.2610127301476, 'y': 26.2736382566768, 'spatialReference': {'wkid': 4326}}"
424,467,2208 Grayson Ave,119000.0,4,2,1212,Mcallen,78504,TX,26.2816285488191,-98.2313700736209,"{'x': -98.2313700736209, 'y': 26.2816285488191, 'spatialReference': {'wkid': 4326}}"
425,468,3300 S Casa Linda St,170000.0,4,4,2165,Mcallen,78503,TX,26.1714089568593,-98.2217711043687,"{'x': -98.2217711043687, 'y': 26.1714089568593, 'spatialReference': {'wkid': 4326}}"
426,469,2120 Jefferson Ave,265000.0,4,4,2285,Mcallen,78504,TX,26.2834441327076,-98.2293642376795,"{'x': -98.2293642376795, 'y': 26.2834441327076, 'spatialReference': {'wkid': 4326}}"
427,470,4108 Country Meadows Dr,310000.0,4,4,2392,Edinburg,78541,TX,26.4480818174924,-98.2842329529608,"{'x': -98.2842329529608, 'y': 26.4480818174924, 'spatialReference': {'wkid': 4326}}"
428,471,9509 N 22nd Ln,186000.0,3,3,2371,Mcallen,78504,TX,26.2719677185657,-98.236571201499,"{'x': -98.236571201499, 'y': 26.2719677185657, 'spatialReference': {'wkid': 4326}}"
429,472,2213 Highland Ave,148900.0,3,2,1659,Mcallen,78501,TX,26.2286380378197,-98.2405522359134,"{'x': -98.2405522359134, 'y': 26.2286380378197, 'spatialReference': {'wkid': 4326}}"
430,473,2317 Duke Ave,152900.0,3,2,1670,Mcallen,78504,TX,26.2784461481263,-98.2341182775122,"{'x': -98.2341182775122, 'y': 26.2784461481263, 'spatialReference': {'wkid': 4326}}"
431,474,1516 Lark Ave,199000.0,3,2,2254,Mcallen,78504,TX,26.2614366567094,-98.2264403686955,"{'x': -98.2264403686955, 'y': 26.2614366567094, 'spatialReference': {'wkid': 4326}}"
432,475,2500 Frontera Rd,239000.0,4,3,3402,Mcallen,78504,TX,26.2827696254612,-98.2351742635644,"{'x': -98.2351742635644, 'y': 26.2827696254612, 'spatialReference': {'wkid': 4326}}"
433,476,401 W Hobbs Dr,3250000.0,10,8,14334,Mcallen,78504,TX,26.2861662472015,-98.2154782308172,"{'x': -98.2154782308172, 'y': 26.2861662472015, 'spatialReference': {'wkid': 4326}}"
434,477,125 W Daffodil Ave,114900.0,4,4,1962,Mcallen,78501,TX,26.2283249282268,-98.2158160477162,"{'x': -98.2158160477162, 'y': 26.2283249282268, 'spatialReference': {'wkid': 4326}}"
435,478,7120 N 44th Ln,129000.0,3,2,1190,Mcallen,78504,TX,26.2724251984353,-98.2590671402393,"{'x': -98.2590671402393, 'y': 26.2724251984353, 'spatialReference': {'wkid': 4326}}"
436,479,217 Baylor Ave,339900.0,5,3,2600,Mcallen,78504,TX,26.273673082025,-98.206158316143,"{'x': -98.206158316143, 'y': 26.273673082025, 'spatialReference': {'wkid': 4326}}"
437,480,6908 N 34th St,197000.0,3,2,2150,Mcallen,78504,TX,26.2674086262116,-98.2475424011018,"{'x': -98.2475424011018, 'y': 26.2674086262116, 'spatialReference': {'wkid': 4326}}"
438,481,5812 N Main St,99999.0,4,3,2282,Mcallen,78504,TX,26.2562670598176,-98.2249633192494,"{'x': -98.2249633192494, 'y': 26.2562670598176, 'spatialReference': {'wkid': 4326}}"
439,482,7207 N 56th St,350000.0,4,3,3425,Mcallen,78504,TX,26.2719677185657,-98.236571201499,"{'x': -98.236571201499, 'y': 26.2719677185657, 'spatialReference': {'wkid': 4326}}"
